school,sex,age,address,famsize,Pstatus,Medu,Fedu,Mjob,Fjob,reason,guardian,traveltime,studytime,failures,schoolsup,famsup,paid,activities,nursery,higher,internet,romantic,famrel,freetime,goout,Dalc,Walc,health,absences,G1,G2,G3
0,1,0.0,1,1,1,1.0,0.75,4,3,1,1,0.0,0.6666666666666667,0.0,0,1,0,1,1,1,1,0,1.0,0.75,0.5,0.0,0.0,0.75,0.02666666666666667,0.75,0.8421052631578947,18
0,1,0.1428571428571428,0,0,0,1.0,1.0,2,4,3,1,0.3333333333333333,0.6666666666666667,0.0,0,1,0,1,1,1,1,1,0.25,0.75,0.5,0.0,0.0,1.0,0.09333333333333334,0.75,0.8421052631578947,15
0,0,0.0,0,0,1,0.75,1.0,3,1,0,1,0.0,0.6666666666666667,0.0,1,1,1,1,1,1,1,0,0.75,0.5,0.25,0.0,0.0,1.0,0.02666666666666667,0.5625,0.631578947368421,11
0,0,0.0,0,0,1,0.5,0.5,0,2,3,1,0.0,0.0,0.0,1,1,1,1,1,1,0,0,0.75,0.5,0.0,0.0,0.0,0.25,0.10666666666666667,0.6875,0.6842105263157894,13
0,0,0.1428571428571428,1,1,1,0.5,0.5,2,2,1,1,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,1,0,1,0,1,1,1,0.5,0.5,0.5,0.0,0.25,0.5,0.33333333333333337,0.25,0.5263157894736842,11
0,1,0.0,1,1,1,1.0,1.0,4,2,1,2,0.0,0.0,0.0,0,1,0,0,0,1,1,1,1.0,0.75,0.5,0.25,0.75,1.0,0.10666666666666667,0.5625,0.631578947368421,12
0,1,0.0,1,0,1,1.0,1.0,3,4,0,0,0.0,0.3333333333333333,0.0,0,1,0,1,1,1,1,0,0.75,0.5,0.5,0.0,0.0,1.0,0.02666666666666667,1.0,0.9473684210526315,18
0,1,0.0,1,0,1,0.5,0.5,3,3,0,0,0.0,0.0,0.0,1,1,0,0,1,1,1,0,1.0,0.75,0.0,0.0,0.0,0.0,0.0,0.3125,0.42105263157894735,11
0,0,0.1428571428571428,1,1,1,0.5,0.5,2,0,0,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,1,0,0,1,1,1,1,0,0.75,0.5,0.5,0.25,0.25,1.0,0.18666666666666668,0.4375,0.5263157894736842,9
0,0,0.0,1,1,0,1.0,0.75,2,2,0,1,0.0,0.3333333333333333,0.0,1,1,1,1,1,1,1,1,1.0,0.25,0.25,0.0,0.0,1.0,0.10666666666666667,0.3125,0.42105263157894735,6
0,0,0.1428571428571428,1,1,0,0.75,0.75,2,3,1,1,0.0,0.3333333333333333,0.0,0,1,0,0,1,1,1,0,0.25,0.5,1.0,0.0,0.75,0.5,0.16,0.5,0.631578947368421,11
0,1,0.1428571428571428,1,0,1,1.0,0.75,1,3,3,1,0.0,1.0,0.0,0,0,0,1,1,1,1,0,0.75,0.25,0.25,0.0,0.0,0.25,0.05333333333333334,1.0,1.0,20
0,1,0.0,1,0,1,1.0,0.5,4,2,1,1,0.0,0.3333333333333333,0.0,0,1,1,0,1,1,0,0,0.75,0.5,0.5,0.25,0.25,1.0,0.02666666666666667,0.75,0.7894736842105263,14
0,0,0.0,1,0,1,1.0,1.0,3,4,2,0,0.0,0.3333333333333333,0.3333333333333333,1,1,0,1,0,1,1,0,0.75,0.75,0.75,0.0,0.0,0.5,0.02666666666666667,0.25,0.3684210526315789,7
0,0,0.1428571428571428,1,1,1,0.5,0.5,3,3,0,1,0.6666666666666667,0.3333333333333333,0.0,0,1,1,0,1,1,1,0,0.75,0.5,0.5,0.25,0.5,0.75,0.02666666666666667,0.5625,0.6842105263157894,13
0,0,0.0,1,1,1,1.0,0.5,1,2,2,1,0.0,0.3333333333333333,0.0,0,1,1,0,1,1,1,0,0.75,0.5,0.5,0.0,0.0,1.0,0.02666666666666667,0.5,0.6842105263157894,13
0,1,0.0,1,1,0,1.0,0.5,1,1,2,0,0.3333333333333333,0.0,0.3333333333333333,0,0,0,0,1,1,0,0,1.0,1.0,1.0,0.5,0.75,1.0,0.08,0.5,0.5789473684210527,10
0,0,0.0,1,0,1,1.0,1.0,3,3,0,1,0.0,0.0,0.0,1,1,1,0,1,1,1,0,0.5,0.5,0.75,0.25,0.5,1.0,0.0,0.3125,0.5263157894736842,11
0,0,0.0,1,1,0,0.75,0.75,2,2,2,1,0.0,0.0,0.0,0,0,1,0,1,1,1,0,1.0,0.5,0.75,0.75,0.75,0.0,0.08,0.4375,0.6842105263157894,13
0,0,0.1428571428571428,1,0,0,0.5,0.25,2,2,2,1,0.0,0.3333333333333333,0.0,0,0,1,1,1,1,1,1,1.0,0.5,0.75,0.0,0.0,0.25,0.10666666666666667,0.3125,0.47368421052631576,10
0,0,0.0,1,0,0,1.0,0.75,3,3,3,1,0.0,0.3333333333333333,0.0,0,1,1,1,1,1,1,0,0.75,0.5,0.25,0.0,0.0,0.0,0.0,0.6875,0.7894736842105263,15
0,1,0.0,1,0,1,1.0,1.0,4,1,3,1,0.0,0.3333333333333333,0.0,0,1,0,1,1,1,0,0,0.5,0.25,0.25,0.0,0.0,1.0,0.05333333333333334,0.6875,0.7894736842105263,15
0,1,0.0,1,1,1,0.25,0.5,2,0,1,0,0.0,0.3333333333333333,0.0,1,1,0,1,1,1,1,0,0.75,0.5,0.25,0.0,0.0,1.0,0.02666666666666667,0.375,0.5263157894736842,9
0,0,0.1428571428571428,1,0,1,1.0,0.5,3,2,0,1,0.0,0.3333333333333333,0.0,0,1,0,0,1,1,1,0,0.75,0.25,0.5,0.0,0.0,1.0,0.02666666666666667,0.75,0.8421052631578947,16
0,0,0.1428571428571428,0,0,1,1.0,1.0,1,4,2,1,0.0,0.3333333333333333,0.0,0,1,0,1,1,1,0,0,0.25,0.75,0.75,0.25,0.5,0.75,0.08,0.4375,0.5789473684210527,11
0,0,0.1428571428571428,1,0,1,0.25,0.25,3,3,0,0,1.0,0.0,0.0,1,1,0,1,0,1,1,1,1.0,1.0,1.0,1.0,1.0,1.0,0.08,0.4375,0.42105263157894735,11
0,0,0.1428571428571428,1,1,1,0.25,0.5,2,3,3,0,0.0,0.3333333333333333,0.0,1,0,0,1,1,1,1,0,0.75,0.75,0.5,0.0,0.0,0.0,0.05333333333333334,0.3125,0.5263157894736842,9
0,0,0.1428571428571428,1,0,1,1.0,0.75,4,1,1,1,0.0,0.6666666666666667,0.0,1,1,1,1,1,1,1,0,0.5,0.75,0.75,0.25,0.75,0.75,0.02666666666666667,0.4375,0.47368421052631576,9
0,0,0.0,1,1,1,1.0,0.75,3,3,3,0,0.0,0.3333333333333333,0.0,1,0,0,1,1,1,1,1,0.75,0.75,0.75,0.25,0.75,0.25,0.0,0.4375,0.5263157894736842,10
0,0,0.1428571428571428,1,1,1,1.0,0.75,4,3,0,1,0.6666666666666667,0.3333333333333333,0.0,0,1,0,1,1,1,1,0,1.0,0.75,0.5,0.0,0.25,0.0,0.02666666666666667,0.8125,0.7894736842105263,15
0,1,0.0,1,0,0,1.0,1.0,2,3,3,1,0.0,1.0,0.0,0,1,0,1,0,1,1,1,0.0,0.5,0.5,1.0,1.0,0.5,0.05333333333333334,0.625,0.6842105263157894,12
0,0,0.1428571428571428,1,0,1,0.75,0.25,3,2,0,1,0.0,1.0,0.0,1,1,1,0,1,1,1,0,0.75,0.5,0.5,0.0,0.25,1.0,0.05333333333333334,0.25,0.3684210526315789,6
0,0,0.0,0,1,1,0.5,0.5,1,3,3,1,0.3333333333333333,0.3333333333333333,0.0,1,1,1,0,1,1,1,0,0.75,0.0,0.5,0.0,0.5,0.75,0.02666666666666667,0.3125,0.47368421052631576,8
0,0,0.0,0,1,1,0.75,0.25,2,2,3,0,0.3333333333333333,1.0,0.0,0,1,0,0,0,1,1,0,0.75,0.75,0.25,0.25,0.5,0.5,0.16,0.8125,0.8421052631578947,16
0,1,0.1428571428571428,1,0,1,0.75,0.25,2,2,3,0,0.3333333333333333,1.0,0.0,0,1,1,0,1,1,1,0,0.75,0.5,0.25,0.0,0.0,1.0,0.0,0.625,0.7894736842105263,15
0,1,0.0,1,0,1,1.0,0.5,2,2,0,1,0.0,1.0,0.0,0,0,0,0,1,1,1,0,0.5,0.5,0.5,0.0,0.0,0.5,0.0,0.4375,0.5263157894736842,10
0,0,0.0,0,0,1,0.25,0.25,2,2,3,1,0.0,0.3333333333333333,0.6666666666666666,1,1,0,0,0,1,1,1,0.5,0.5,0.75,0.25,0.75,1.0,0.02666666666666667,0.3125,0.3157894736842105,5
0,1,0.1428571428571428,1,0,1,0.75,0.25,2,2,3,1,0.0,0.0,0.0,0,0,0,1,1,1,0,0,1.0,0.5,0.25,0.25,0.25,1.0,0.02666666666666667,0.5625,0.631578947368421,14
0,0,0.1428571428571428,1,0,1,0.75,0.75,2,3,1,1,0.0,0.3333333333333333,0.0,1,1,1,1,1,1,1,0,0.75,0.5,0.5,0.25,0.75,1.0,0.7200000000000001,0.5,0.631578947368421,11
0,1,0.0,1,0,1,1.0,0.75,4,2,1,1,0.0,0.3333333333333333,0.0,0,1,1,1,1,1,1,0,0.75,0.5,0.5,0.25,0.5,1.0,0.08,0.375,0.47368421052631576,10
0,1,0.0,1,0,1,1.0,0.0,4,2,0,1,0.3333333333333333,1.0,0.0,0,0,0,1,1,1,1,0,0.5,0.75,0.5,0.0,0.0,0.0,0.10666666666666667,0.5,0.5789473684210527,10
0,0,0.1428571428571428,1,0,1,0.5,0.5,2,2,3,1,0.0,1.0,0.0,0,0,1,0,1,1,1,1,1.0,0.25,0.5,0.0,0.5,0.5,0.0,0.5,0.5789473684210527,11
0,1,0.2857142857142856,1,0,1,0.5,0.25,2,2,1,1,0.3333333333333333,0.0,1.0,1,1,0,1,1,0,1,0,0.75,1.0,0.0,0.0,0.0,0.5,0.02666666666666667,0.3125,0.42105263157894735,10
0,0,0.1428571428571428,1,0,1,0.75,1.0,0,2,0,1,0.0,0.3333333333333333,0.0,0,1,0,0,1,1,1,0,0.25,0.75,0.5,0.0,0.25,0.5,0.16,0.125,0.2631578947368421,5
0,1,0.0,1,0,1,0.5,0.75,2,3,0,0,0.0,0.0,0.0,1,1,1,1,0,1,1,1,0.5,0.25,0.25,0.0,0.5,0.5,0.02666666666666667,0.4375,0.631578947368421,12
0,1,0.0,1,0,1,0.5,0.75,2,2,1,1,0.0,0.6666666666666667,0.0,1,0,1,0,0,1,1,0,1.0,0.5,0.25,0.0,0.25,1.0,0.05333333333333334,0.5,0.5263157894736842,11
0,0,0.0,1,1,1,0.75,0.5,3,2,3,1,0.0,0.3333333333333333,0.0,0,1,1,0,1,1,1,0,0.75,0.75,0.75,0.0,0.0,1.0,0.13333333333333333,0.25,0.3157894736842105,6
0,1,0.0,1,1,1,0.5,0.5,3,3,1,1,0.3333333333333333,0.3333333333333333,0.0,0,0,1,1,1,1,1,0,1.0,0.5,0.5,0.0,0.5,0.75,0.05333333333333334,0.75,0.7894736842105263,15
0,0,0.0,1,0,1,0.25,0.25,2,2,1,0,0.0,0.3333333333333333,0.0,0,1,0,1,0,1,1,0,0.75,0.5,0.25,0.25,0.5,0.75,0.02666666666666667,0.375,0.5263157894736842,10
0,0,0.0,1,0,1,1.0,1.0,3,3,3,0,0.3333333333333333,0.3333333333333333,0.6666666666666666,0,0,1,0,1,1,1,1,0.75,0.75,0.75,0.25,0.5,1.0,0.08,0.25,0.47368421052631576,8
0,0,0.1428571428571428,1,1,1,0.5,0.5,0,2,0,1,0.0,0.3333333333333333,0.0,0,1,0,0,1,1,0,0,0.75,0.5,0.75,0.0,0.25,0.25,0.05333333333333334,0.3125,0.3684210526315789,6
0,0,0.0,1,0,1,1.0,0.5,2,2,3,1,0.0,0.6666666666666667,0.0,0,1,0,1,1,1,1,0,1.0,0.5,0.5,0.0,0.5,0.0,0.05333333333333334,0.625,0.7368421052631579,14
0,1,0.1428571428571428,1,0,1,0.5,0.5,3,2,3,0,0.3333333333333333,0.3333333333333333,0.3333333333333333,0,0,1,1,0,1,1,0,0.75,0.75,0.25,0.0,0.0,0.5,0.16,0.5,0.5263157894736842,10
0,1,0.1428571428571428,1,1,0,1.0,1.0,4,1,3,1,0.0,0.3333333333333333,0.0,0,1,0,0,1,1,0,0,0.75,0.0,0.5,0.5,1.0,1.0,0.24000000000000002,0.3125,0.3157894736842105,7
0,0,0.1428571428571428,1,0,1,0.75,0.75,2,2,1,1,0.0,0.6666666666666667,0.0,0,1,1,0,1,1,1,1,0.75,0.5,0.5,0.0,0.5,0.75,0.0,0.25,0.3684210526315789,8
0,0,0.0,1,0,1,1.0,0.75,3,2,3,1,0.0,0.0,0.0,0,0,1,1,1,1,1,0,0.75,1.0,1.0,0.0,0.5,0.0,0.05333333333333334,0.8125,0.894736842105263,18
0,0,0.1428571428571428,1,1,1,0.75,0.25,2,2,1,0,0.0,0.3333333333333333,0.0,1,1,0,0,1,1,0,0,0.5,0.5,0.5,0.25,0.5,0.25,0.05333333333333334,0.25,0.3157894736842105,6
0,0,0.1428571428571428,1,0,1,1.0,0.5,4,3,1,1,0.3333333333333333,0.3333333333333333,0.0,0,1,1,1,1,1,1,0,1.0,0.5,0.5,0.0,0.0,0.0,0.0,0.5,0.5263157894736842,10
0,1,0.0,1,1,1,0.5,0.5,3,1,3,1,0.0,1.0,0.0,0,1,0,1,1,1,1,0,0.75,0.5,0.75,0.0,0.0,0.75,0.08,0.5,0.6842105263157894,14
0,0,0.0,0,0,1,0.25,0.25,0,2,1,1,0.3333333333333333,1.0,0.3333333333333333,1,1,1,1,1,1,1,0,0.5,0.0,0.25,0.0,0.0,0.0,0.02666666666666667,0.25,0.5263157894736842,10
0,1,0.1428571428571428,0,0,1,1.0,0.75,3,2,3,1,0.3333333333333333,0.0,0.0,1,1,0,1,0,1,1,0,0.5,0.5,0.5,0.0,0.0,0.75,0.02666666666666667,0.5,0.7894736842105263,15
0,0,0.1428571428571428,1,0,1,0.5,0.25,2,2,0,1,0.0,0.3333333333333333,0.0,0,1,1,0,1,1,0,1,0.75,0.5,1.0,0.0,0.0,1.0,0.02666666666666667,0.3125,0.47368421052631576,10
0,0,0.1428571428571428,1,0,1,1.0,1.0,2,2,3,1,0.0,0.0,0.0,0,0,0,1,0,1,1,0,1.0,0.5,0.75,0.0,0.25,0.0,0.08,0.5,0.7368421052631579,14
0,0,0.1428571428571428,1,0,1,1.0,0.75,2,0,0,1,0.0,0.6666666666666667,0.0,1,1,1,0,1,1,1,0,1.0,0.5,1.0,0.0,0.0,0.5,0.0,0.25,0.47368421052631576,8
0,1,0.1428571428571428,1,0,1,1.0,1.0,3,3,2,1,0.0,0.0,0.0,1,1,1,1,1,1,1,0,0.75,1.0,1.0,1.0,1.0,0.75,0.18666666666666668,0.25,0.3684210526315789,5
0,1,0.1428571428571428,1,0,1,1.0,1.0,3,4,2,0,0.0,0.6666666666666667,0.0,0,1,0,1,1,1,1,1,0.75,0.75,0.5,0.0,0.0,0.75,0.0,0.8125,0.894736842105263,17
0,1,0.0,1,0,1,1.0,1.0,3,2,0,1,0.0,0.0,0.0,0,1,0,1,0,1,1,0,1.0,0.5,0.5,0.0,0.0,1.0,0.05333333333333334,0.4375,0.6842105263157894,14
0,0,0.0,1,0,1,0.75,0.5,3,2,1,1,0.3333333333333333,0.3333333333333333,0.0,1,1,1,0,1,1,1,0,0.75,0.5,1.0,0.0,0.0,0.25,0.3466666666666667,0.25,0.3157894736842105,6
0,1,0.0,1,0,0,0.75,1.0,3,2,0,1,0.0,0.3333333333333333,0.0,0,1,1,1,1,1,1,0,1.0,0.75,0.75,0.0,0.0,0.0,0.0,0.8125,0.9473684210526315,18
0,0,0.0,1,0,0,0.75,0.75,2,1,3,0,0.0,1.0,0.0,1,0,0,0,1,1,0,0,0.75,0.5,0.5,0.0,0.0,0.75,0.13333333333333333,0.4375,0.5789473684210527,11
0,0,0.0,1,0,1,0.5,0.5,2,2,0,1,0.0,1.0,0.0,1,1,1,0,1,1,1,0,1.0,0.0,0.25,0.0,0.0,0.5,0.10666666666666667,0.25,0.42105263157894735,8
0,1,0.1428571428571428,1,0,1,0.75,0.75,3,2,1,0,0.0,0.6666666666666667,0.0,0,1,0,1,1,1,1,0,1.0,0.5,0.5,0.0,0.0,1.0,0.02666666666666667,0.8125,0.9473684210526315,18
0,1,0.0,0,0,1,1.0,1.0,2,2,1,0,1.0,1.0,0.0,0,1,1,1,1,1,1,1,0.0,0.5,1.0,0.5,1.0,0.0,0.08,0.4375,0.6842105263157894,13
0,0,0.1428571428571428,1,1,1,1.0,1.0,1,1,2,1,0.0,0.6666666666666667,0.0,0,1,1,1,1,1,1,1,1.0,0.75,1.0,0.0,0.0,0.75,0.05333333333333334,0.6875,0.7894736842105263,16
0,1,0.0,1,1,0,1.0,1.0,4,4,0,1,0.0,0.0,0.0,0,0,0,1,1,1,1,0,1.0,1.0,0.5,0.0,0.0,0.75,0.08,0.9375,1.0,19
0,0,0.1428571428571428,0,0,1,0.75,0.75,3,2,3,0,0.0,0.6666666666666667,0.3333333333333333,1,1,0,1,1,1,1,0,0.75,0.0,0.25,0.0,0.0,0.25,0.0,0.25,0.5263157894736842,10
0,0,0.1428571428571428,1,0,1,0.5,0.5,0,2,1,1,0.0,0.3333333333333333,0.3333333333333333,1,0,0,1,1,1,1,0,0.5,0.0,0.25,0.0,0.0,1.0,0.08,0.4375,0.6842105263157894,13
0,1,0.0,1,1,1,1.0,0.5,4,2,0,1,0.0,0.0,0.0,0,0,0,0,1,1,1,0,0.5,1.0,0.25,0.0,0.0,0.5,0.13333333333333333,0.9375,1.0,19
0,1,0.0,0,0,1,0.5,0.25,1,3,3,1,0.0,0.3333333333333333,0.0,0,0,0,1,1,1,1,1,1.0,0.75,0.25,0.0,0.0,1.0,0.10666666666666667,0.375,0.47368421052631576,9
0,1,0.1428571428571428,1,0,1,1.0,1.0,4,4,0,0,0.0,0.3333333333333333,0.0,0,1,0,1,1,1,1,0,1.0,0.75,0.75,0.0,0.25,1.0,0.02666666666666667,0.75,0.7894736842105263,16
0,1,0.0,1,0,1,1.0,1.0,2,4,3,0,0.3333333333333333,0.3333333333333333,0.0,0,1,0,1,1,1,0,0,0.75,0.75,0.5,0.0,0.0,0.25,0.02666666666666667,0.5,0.6842105263157894,14
0,1,0.1428571428571428,1,0,1,0.75,0.75,2,3,1,0,0.3333333333333333,0.0,0.0,0,0,0,1,1,1,1,0,1.0,0.75,0.25,0.0,0.0,1.0,0.0,0.625,0.7368421052631579,13
0,1,0.2857142857142856,0,0,1,0.25,0.75,2,2,0,0,0.6666666666666667,0.3333333333333333,0.3333333333333333,0,1,0,1,1,1,1,0,1.0,0.25,0.75,0.0,0.75,1.0,0.26666666666666666,0.375,0.3684210526315789,8
0,1,0.0,1,0,1,0.75,1.0,2,2,3,0,0.0,0.0,0.0,0,0,0,0,1,1,1,0,0.5,0.75,0.5,0.0,0.25,0.75,0.08,0.6875,0.6842105263157894,13
0,0,0.0,1,0,1,0.25,0.5,0,3,0,1,0.0,0.3333333333333333,0.0,0,0,0,0,0,1,1,0,0.5,0.25,0.5,0.0,0.25,0.0,0.02666666666666667,0.8125,0.7894736842105263,15
0,1,0.0,1,0,1,0.5,0.5,3,3,1,0,0.0,1.0,0.0,0,1,1,1,1,1,1,0,1.0,1.0,0.75,0.0,0.25,1.0,0.08,0.8125,0.7368421052631579,15
0,0,0.1428571428571428,1,1,1,0.5,1.0,2,1,0,0,0.3333333333333333,0.3333333333333333,0.0,0,1,1,1,1,1,1,1,0.75,0.25,0.25,0.0,0.25,1.0,0.02666666666666667,0.625,0.6842105263157894,13
